»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.43.0
»»»  Vision Version:	5.43.2 (R)
»»»  Vision Compiled:	12/22/22
»»»  Driver Version:	5.43.1
»»»  Windows Version:	Windows 8, 8.1 or 10
»»»  Processor Information:	x86 (AMD or Intel) - 6 Processors
»»»  Tester Name:	PLC20323-466 (30V)
»»»  Tester S/N:	PLC20323-466
»»»  Internal Amp Type:	 30V RevH   5k
»»»  Internal Amp S/N:	iAB1-478/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/10/2025 - 16:34:39
Configured:	04/10/25 10:58:41 AM
Executed:	04/10/25 04:34:08 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (µm):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PLC20323-466 (30V)
Tester Serial Number:	PLC20323-466
Return Signal Amp. Level:	0.19 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-3
Volts:	8.00
Field:	266.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	1.00e+01
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	10001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (µC/cm2)	Capacitance (µF)	Normalized Capacitance (µF/cm2)	Dielectric Constant	Instantaneous Current (mA)
1425	1.4240e+00	4.5584	29.505128	17.418836	174188.359754	5.907748	0.005580
1426	1.4250e+00	4.5628	29.517084	3.732608	37326.077090	1.265946	0.001196
1427	1.4260e+00	4.5644	29.473243	-13.686228	-136862.282664	-4.641802	-0.004384
1428	1.4270e+00	4.5699	29.533027	18.663039	186630.385450	6.329730	0.005978
1429	1.4280e+00	4.5708	29.521070	-3.732608	-37326.077090	-1.265946	-0.001196
1430	1.4290e+00	4.5748	29.540998	6.221013	62210.128483	2.109910	0.001993
1431	1.4300e+00	4.5776	29.489186	-16.174633	-161746.334057	-5.485766	-0.005181
1432	1.4310e+00	4.5808	29.564911	23.639849	236398.488237	8.017658	0.007573
1433	1.4320e+00	4.5833	29.576868	3.732608	37326.077090	1.265946	0.001196
1434	1.4330e+00	4.5868	29.568897	-2.488405	-24884.051393	-0.843964	-0.000797
1435	1.4340e+00	4.5913	29.533027	-11.197823	-111978.231270	-3.797838	-0.003587
1436	1.4350e+00	4.5922	29.596796	19.907241	199072.411147	6.751712	0.006377
1437	1.4360e+00	4.5966	29.544983	-16.174633	-161746.334057	-5.485766	-0.005181
1438	1.4370e+00	4.6000	29.572882	8.709418	87094.179877	2.953874	0.002790
1439	1.4380e+00	4.6034	29.660565	27.372457	273724.565327	9.283605	0.008768
1440	1.4390e+00	4.6069	29.584839	-23.639849	-236398.488237	-8.017658	-0.007573
1441	1.4400e+00	4.6094	29.612738	8.709418	87094.179877	2.953874	0.002790
1442	1.4410e+00	4.6119	29.632666	6.221013	62210.128483	2.109910	0.001993
1443	1.4420e+00	4.6172	29.652594	6.221013	62210.128483	2.109910	0.001993
1444	1.4430e+00	4.6181	29.592810	-18.663039	-186630.385450	-6.329730	-0.005978
1445	1.4440e+00	4.6218	29.680493	27.372457	273724.565327	9.283605	0.008768
1446	1.4450e+00	4.6252	29.700420	6.221013	62210.128483	2.109910	0.001993
1447	1.4460e+00	4.6283	29.672521	-8.709418	-87094.179877	-2.953874	-0.002790
1448	1.4470e+00	4.6327	29.708392	11.197823	111978.231270	3.797838	0.003587
1449	1.4480e+00	4.6350	29.716363	2.488405	24884.051393	0.843964	0.000797
1450	1.4490e+00	4.6387	29.760204	13.686228	136862.282664	4.641802	0.004384
1451	1.4500e+00	4.6423	29.740276	-6.221013	-62210.128483	-2.109910	-0.001993
1452	1.4510e+00	4.6452	29.724334	-4.976810	-49768.102787	-1.687928	-0.001594
1453	1.4520e+00	4.6493	29.760204	11.197823	111978.231270	3.797838	0.003587
1454	1.4530e+00	4.6506	29.776146	4.976810	49768.102787	1.687928	0.001594
1455	1.4540e+00	4.6539	29.752233	-7.465215	-74652.154180	-2.531892	-0.002391
1456	1.4550e+00	4.6576	29.804045	16.174633	161746.334057	5.485766	0.005181
1457	1.4560e+00	4.6606	29.831944	8.709418	87094.179877	2.953874	0.002790
1458	1.4570e+00	4.6626	29.772161	-18.663039	-186630.385450	-6.329730	-0.005978
1459	1.4580e+00	4.6670	29.780132	2.488405	24884.051393	0.843964	0.000797
1460	1.4590e+00	4.6703	29.819987	12.442026	124420.256967	4.219820	0.003986
1461	1.4600e+00	4.6727	29.819987	0.000000	0.000000	0.000000	0.000000
1462	1.4610e+00	4.6766	29.819987	0.000000	0.000000	0.000000	0.000000
1463	1.4620e+00	4.6788	29.827958	2.488405	24884.051393	0.843964	0.000797
1464	1.4630e+00	4.6833	29.823973	-1.244203	-12442.025697	-0.421982	-0.000399
1465	1.4640e+00	4.6856	29.819987	-1.244203	-12442.025697	-0.421982	-0.000399
1466	1.4650e+00	4.6904	29.831944	3.732608	37326.077090	1.265946	0.001196
1467	1.4660e+00	4.6929	29.835930	1.244203	12442.025697	0.421982	0.000399
1468	1.4670e+00	4.6959	29.887742	16.174633	161746.334057	5.485766	0.005181
1469	1.4680e+00	4.6983	29.867814	-6.221013	-62210.128483	-2.109910	-0.001993
1470	1.4690e+00	4.7037	29.879771	3.732608	37326.077090	1.265946	0.001196
1471	1.4700e+00	4.7044	29.947525	21.151444	211514.436844	7.173694	0.006775
1472	1.4710e+00	4.7070	29.883756	-19.907241	-199072.411147	-6.751712	-0.006377
1473	1.4720e+00	4.7114	29.899699	4.976810	49768.102787	1.687928	0.001594
1474	1.4730e+00	4.7147	29.935569	11.197823	111978.231270	3.797838	0.003587
1475	1.4740e+00	4.7173	29.967453	9.953621	99536.205574	3.375856	0.003188
1476	1.4750e+00	4.7216	29.935569	-9.953621	-99536.205574	-3.375856	-0.003188
1477	1.4760e+00	4.7238	29.967453	9.953621	99536.205574	3.375856	0.003188
1478	1.4770e+00	4.7279	29.959482	-2.488405	-24884.051393	-0.843964	-0.000797
1479	1.4780e+00	4.7318	29.947525	-3.732608	-37326.077090	-1.265946	-0.001196
1480	1.4790e+00	4.7331	29.943540	-1.244203	-12442.025697	-0.421982	-0.000399
1481	1.4800e+00	4.7387	29.975424	9.953621	99536.205574	3.375856	0.003188
1482	1.4810e+00	4.7398	30.059121	26.128254	261282.539631	8.861622	0.008370
1483	1.4820e+00	4.7455	29.995352	-19.907241	-199072.411147	-6.751712	-0.006377
1484	1.4830e+00	4.7466	29.987381	-2.488405	-24884.051393	-0.843964	-0.000797
1485	1.4840e+00	4.7495	30.035208	14.930431	149304.308360	5.063784	0.004783
1486	1.4850e+00	4.7537	30.055136	6.221013	62210.128483	2.109910	0.001993
1487	1.4860e+00	4.7588	30.027237	-8.709418	-87094.179877	-2.953874	-0.002790
1488	1.4870e+00	4.7610	30.063107	11.197823	111978.231270	3.797838	0.003587
1489	1.4880e+00	4.7625	30.063107	0.000000	0.000000	0.000000	0.000000
1490	1.4890e+00	4.7665	30.067092	1.244203	12442.025697	0.421982	0.000399
1491	1.4900e+00	4.7689	30.106948	12.442026	124420.256967	4.219820	0.003986
1492	1.4910e+00	4.7743	30.075063	-9.953621	-99536.205574	-3.375856	-0.003188
1493	1.4920e+00	4.7771	30.094991	6.221013	62210.128483	2.109910	0.001993
1494	1.4930e+00	4.7791	30.091006	-1.244203	-12442.025697	-0.421982	-0.000399
1495	1.4940e+00	4.7833	30.150789	18.663039	186630.385450	6.329730	0.005978
1496	1.4950e+00	4.7863	30.142818	-2.488405	-24884.051393	-0.843964	-0.000797
1497	1.4960e+00	4.7888	30.094991	-14.930431	-149304.308360	-5.063784	-0.004783
1498	1.4970e+00	4.7915	30.142818	14.930431	149304.308360	5.063784	0.004783
1499	1.4980e+00	4.7948	30.150789	2.488405	24884.051393	0.843964	0.000797
1500	1.4990e+00	4.7977	30.130861	-6.221013	-62210.128483	-2.109910	-0.001993
1501	1.5000e+00	4.8025	30.138832	2.488405	24884.051393	0.843964	0.000797
1502	1.5010e+00	4.8053	30.174702	11.197823	111978.231270	3.797838	0.003587
1503	1.5020e+00	4.8078	30.226515	16.174633	161746.334057	5.485766	0.005181
1504	1.5030e+00	4.8117	30.182674	-13.686228	-136862.282664	-4.641802	-0.004384
1505	1.5040e+00	4.8146	30.198616	4.976810	49768.102787	1.687928	0.001594
1506	1.5050e+00	4.8177	30.226515	8.709418	87094.179877	2.953874	0.002790
1507	1.5060e+00	4.8215	30.206587	-6.221013	-62210.128483	-2.109910	-0.001993
1508	1.5070e+00	4.8244	30.210573	1.244203	12442.025697	0.421982	0.000399
1509	1.5080e+00	4.8283	30.274342	19.907241	199072.411147	6.751712	0.006377
1510	1.5090e+00	4.8319	30.286298	3.732608	37326.077090	1.265946	0.001196
1511	1.5100e+00	4.8340	30.258399	-8.709418	-87094.179877	-2.953874	-0.002790
1512	1.5110e+00	4.8363	30.250428	-2.488405	-24884.051393	-0.843964	-0.000797
1513	1.5120e+00	4.8396	30.326154	23.639849	236398.488237	8.017658	0.007573
1514	1.5130e+00	4.8441	30.298255	-8.709418	-87094.179877	-2.953874	-0.002790
1515	1.5140e+00	4.8459	30.286298	-3.732608	-37326.077090	-1.265946	-0.001196
1516	1.5150e+00	4.8512	30.314197	8.709418	87094.179877	2.953874	0.002790
1517	1.5160e+00	4.8537	30.322168	2.488405	24884.051393	0.843964	0.000797
1518	1.5170e+00	4.8563	30.330139	2.488405	24884.051393	0.843964	0.000797
1519	1.5180e+00	4.8595	30.298255	-9.953621	-99536.205574	-3.375856	-0.003188
1520	1.5190e+00	4.8640	30.381952	26.128254	261282.539631	8.861622	0.008370
1521	1.5200e+00	4.8653	30.322168	-18.663039	-186630.385450	-6.329730	-0.005978
1522	1.5210e+00	4.8696	30.381952	18.663039	186630.385450	6.329730	0.005978
1523	1.5220e+00	4.8732	30.369995	-3.732608	-37326.077090	-1.265946	-0.001196
1524	1.5230e+00	4.8751	30.350067	-6.221013	-62210.128483	-2.109910	-0.001993
1525	1.5240e+00	4.8788	30.330139	-6.221013	-62210.128484	-2.109910	-0.001993
1526	1.5250e+00	4.8821	30.373981	13.686228	136862.282664	4.641802	0.004384
1527	1.5260e+00	4.8852	30.417822	13.686228	136862.282664	4.641802	0.004384
1528	1.5270e+00	4.8890	30.433764	4.976810	49768.102787	1.687928	0.001594
1529	1.5280e+00	4.8923	30.429779	-1.244203	-12442.025697	-0.421982	-0.000399
1530	1.5290e+00	4.8953	30.421807	-2.488405	-24884.051393	-0.843964	-0.000797
1531	1.5300e+00	4.8981	30.441735	6.221013	62210.128484	2.109910	0.001993
1532	1.5310e+00	4.9008	30.433764	-2.488405	-24884.051393	-0.843964	-0.000797
1533	1.5320e+00	4.9050	30.445721	3.732608	37326.077090	1.265946	0.001196
1534	1.5330e+00	4.9077	30.509490	19.907241	199072.411147	6.751712	0.006377
1535	1.5340e+00	4.9110	30.477605	-9.953621	-99536.205574	-3.375856	-0.003188
1536	1.5350e+00	4.9145	30.497533	6.221013	62210.128484	2.109910	0.001993
1537	1.5360e+00	4.9166	30.509490	3.732608	37326.077090	1.265946	0.001196
1538	1.5370e+00	4.9207	30.513475	1.244203	12442.025697	0.421982	0.000399
1539	1.5380e+00	4.9229	30.545360	9.953621	99536.205574	3.375856	0.003188
1540	1.5390e+00	4.9271	30.557317	3.732608	37326.077090	1.265946	0.001196
1541	1.5400e+00	4.9303	30.565288	2.488405	24884.051393	0.843964	0.000797
1542	1.5410e+00	4.9326	30.577244	3.732608	37326.077090	1.265946	0.001196
1543	1.5420e+00	4.9365	30.557317	-6.221013	-62210.128483	-2.109910	-0.001993
1544	1.5430e+00	4.9394	30.557317	0.000000	0.000000	0.000000	0.000000
1545	1.5440e+00	4.9416	30.573259	4.976810	49768.102787	1.687928	0.001594
1546	1.5450e+00	4.9455	30.557317	-4.976810	-49768.102787	-1.687928	-0.001594
1547	1.5460e+00	4.9489	30.585216	8.709418	87094.179877	2.953874	0.002790
1548	1.5470e+00	4.9521	30.549345	-11.197823	-111978.231270	-3.797838	-0.003587
1549	1.5480e+00	4.9555	30.585216	11.197823	111978.231270	3.797838	0.003587
1550	1.5490e+00	4.9591	30.545360	-12.442026	-124420.256967	-4.219820	-0.003986
1551	1.5500e+00	4.9622	30.629057	26.128254	261282.539631	8.861622	0.008370
1552	1.5510e+00	4.9637	30.597172	-9.953621	-99536.205574	-3.375856	-0.003188
1553	1.5520e+00	4.9682	30.625071	8.709418	87094.179877	2.953874	0.002790
1554	1.5530e+00	4.9723	30.601158	-7.465215	-74652.154180	-2.531892	-0.002391
1555	1.5540e+00	4.9734	30.668912	21.151444	211514.436844	7.173694	0.006775
1556	1.5550e+00	4.9783	30.704782	11.197823	111978.231270	3.797838	0.003587
1557	1.5560e+00	4.9802	30.613114	-28.616659	-286166.591024	-9.705587	-0.009167
1558	1.5570e+00	4.9838	30.633042	6.221013	62210.128483	2.109910	0.001993
1559	1.5580e+00	4.9870	30.668912	11.197823	111978.231270	3.797838	0.003587
1560	1.5590e+00	4.9911	30.676883	2.488405	24884.051393	0.843964	0.000797
1561	1.5600e+00	4.9933	30.680869	1.244203	12442.025697	0.421982	0.000399
1562	1.5610e+00	4.9976	30.740653	18.663039	186630.385450	6.329730	0.005978
1563	1.5620e+00	4.9989	30.764566	7.465215	74652.154180	2.531892	0.002391
1564	1.5630e+00	5.0029	30.664927	-31.105064	-311050.642417	-10.549551	-0.009964
1565	1.5640e+00	5.0068	30.724710	18.663039	186630.385450	6.329730	0.005978
1566	1.5650e+00	5.0097	30.724710	0.000000	0.000000	0.000000	0.000000
1567	1.5660e+00	5.0129	30.776523	16.174633	161746.334057	5.485766	0.005181
1568	1.5670e+00	5.0144	30.768551	-2.488405	-24884.051393	-0.843964	-0.000797
1569	1.5680e+00	5.0182	30.828335	18.663039	186630.385450	6.329730	0.005978
1570	1.5690e+00	5.0212	30.792465	-11.197823	-111978.231270	-3.797838	-0.003587
1571	1.5700e+00	5.0249	30.732681	-18.663039	-186630.385450	-6.329730	-0.005978
1572	1.5710e+00	5.0285	30.776523	13.686228	136862.282664	4.641802	0.004384
1573	1.5720e+00	5.0303	30.808407	9.953621	99536.205574	3.375856	0.003188
1574	1.5730e+00	5.0351	30.812393	1.244203	12442.025697	0.421982	0.000399
1575	1.5740e+00	5.0380	30.788479	-7.465215	-74652.154180	-2.531892	-0.002391
1576	1.5750e+00	5.0411	30.880147	28.616659	286166.591024	9.705587	0.009167
1577	1.5760e+00	5.0430	30.848263	-9.953621	-99536.205574	-3.375856	-0.003188
1578	1.5770e+00	5.0470	30.760580	-27.372457	-273724.565327	-9.283605	-0.008768
1579	1.5780e+00	5.0498	30.836306	23.639849	236398.488237	8.017658	0.007573
1580	1.5790e+00	5.0527	30.908046	22.395646	223956.462541	7.595676	0.007174
1581	1.5800e+00	5.0564	30.892104	-4.976810	-49768.102787	-1.687928	-0.001594
1582	1.5810e+00	5.0600	30.868191	-7.465215	-74652.154180	-2.531892	-0.002391
1583	1.5820e+00	5.0639	30.920003	16.174633	161746.334057	5.485766	0.005181
1584	1.5830e+00	5.0648	30.888118	-9.953621	-99536.205574	-3.375856	-0.003188
1585	1.5840e+00	5.0690	30.908046	6.221013	62210.128484	2.109910	0.001993
1586	1.5850e+00	5.0730	30.884133	-7.465215	-74652.154180	-2.531892	-0.002391
1587	1.5860e+00	5.0762	30.979786	29.860862	298608.616721	10.127569	0.009565
1588	1.5870e+00	5.0788	30.908046	-22.395646	-223956.462540	-7.595676	-0.007174
1589	1.5880e+00	5.0815	30.923988	4.976810	49768.102787	1.687928	0.001594
1590	1.5890e+00	5.0871	30.959859	11.197823	111978.231270	3.797838	0.003587
1591	1.5900e+00	5.0903	31.015656	17.418836	174188.359754	5.907748	0.005580
1592	1.5910e+00	5.0913	30.971815	-13.686228	-136862.282664	-4.641802	-0.004384
1593	1.5920e+00	5.0932	30.935945	-11.197823	-111978.231270	-3.797838	-0.003587
1594	1.5930e+00	5.0965	31.011671	23.639849	236398.488237	8.017658	0.007573
1595	1.5940e+00	5.1012	30.991743	-6.221013	-62210.128483	-2.109910	-0.001993
1596	1.5950e+00	5.1048	31.003700	3.732608	37326.077090	1.265946	0.001196
1597	1.5960e+00	5.1070	31.011671	2.488405	24884.051393	0.843964	0.000797
1598	1.5970e+00	5.1115	30.975801	-11.197823	-111978.231270	-3.797838	-0.003587
1599	1.5980e+00	5.1144	30.991743	4.976810	49768.102787	1.687928	0.001594
1600	1.5990e+00	5.1177	31.039570	14.930431	149304.308360	5.063784	0.004783
1601	1.6000e+00	5.1209	31.083411	13.686228	136862.282664	4.641802	0.004384
1602	1.6010e+00	5.1240	31.019642	-19.907241	-199072.411147	-6.751712	-0.006377
1603	1.6020e+00	5.1257	31.027613	2.488405	24884.051393	0.843964	0.000797
1604	1.6030e+00	5.1298	31.087397	18.663039	186630.385450	6.329730	0.005978
1605	1.6040e+00	5.1313	31.043555	-13.686228	-136862.282664	-4.641802	-0.004384
1606	1.6050e+00	5.1366	31.051526	2.488405	24884.051393	0.843964	0.000797
1607	1.6060e+00	5.1389	31.099353	14.930431	149304.308360	5.063784	0.004783
1608	1.6070e+00	5.1415	31.147180	14.930431	149304.308360	5.063784	0.004783
1609	1.6080e+00	5.1446	31.055512	-28.616659	-286166.591024	-9.705587	-0.009167
1610	1.6090e+00	5.1496	31.127252	22.395646	223956.462541	7.595676	0.007174
1611	1.6100e+00	5.1537	31.079425	-14.930431	-149304.308360	-5.063784	-0.004783
1612	1.6110e+00	5.1555	31.119281	12.442026	124420.256967	4.219820	0.003986
1613	1.6120e+00	5.1581	31.111310	-2.488405	-24884.051393	-0.843964	-0.000797
1614	1.6130e+00	5.1630	31.127252	4.976810	49768.102787	1.687928	0.001594
1615	1.6140e+00	5.1658	31.155151	8.709418	87094.179877	2.953874	0.002790
1616	1.6150e+00	5.1685	31.151166	-1.244203	-12442.025697	-0.421982	-0.000399
1617	1.6160e+00	5.1717	31.159137	2.488405	24884.051393	0.843964	0.000797
1618	1.6170e+00	5.1749	31.163122	1.244203	12442.025697	0.421982	0.000399
1619	1.6180e+00	5.1786	31.175079	3.732608	37326.077090	1.265946	0.001196
1620	1.6190e+00	5.1824	31.159137	-4.976810	-49768.102787	-1.687928	-0.001594
1621	1.6200e+00	5.1851	31.206963	14.930431	149304.308360	5.063784	0.004783
1622	1.6210e+00	5.1883	31.234862	8.709418	87094.179877	2.953874	0.002790
1623	1.6220e+00	5.1907	31.206963	-8.709418	-87094.179877	-2.953874	-0.002790
1624	1.6230e+00	5.1939	31.210949	1.244203	12442.025697	0.421982	0.000399
1625	1.6240e+00	5.1963	31.202978	-2.488405	-24884.051393	-0.843964	-0.000797
1626	1.6250e+00	5.2009	31.218920	4.976810	49768.102787	1.687928	0.001594
1627	1.6260e+00	5.2031	31.222906	1.244203	12442.025697	0.421982	0.000399
1628	1.6270e+00	5.2084	31.258776	11.197823	111978.231270	3.797838	0.003587
1629	1.6280e+00	5.2106	31.246819	-3.732608	-37326.077090	-1.265946	-0.001196
1630	1.6290e+00	5.2151	31.270732	7.465215	74652.154180	2.531892	0.002391
1631	1.6300e+00	5.2168	31.254790	-4.976810	-49768.102787	-1.687928	-0.001594
1632	1.6310e+00	5.2213	31.318559	19.907241	199072.411147	6.751712	0.006377
1633	1.6320e+00	5.2248	31.318559	0.000000	0.000000	0.000000	0.000000
1634	1.6330e+00	5.2278	31.294646	-7.465215	-74652.154180	-2.531892	-0.002391
1635	1.6340e+00	5.2309	31.270732	-7.465215	-74652.154180	-2.531892	-0.002391
1636	1.6350e+00	5.2336	31.350444	24.884051	248840.513934	8.439640	0.007971
1637	1.6360e+00	5.2368	31.314574	-11.197823	-111978.231270	-3.797838	-0.003587
1638	1.6370e+00	5.2397	31.286675	-8.709418	-87094.179877	-2.953874	-0.002790
1639	1.6380e+00	5.2438	31.366386	24.884051	248840.513934	8.439640	0.007971
1640	1.6390e+00	5.2467	31.350444	-4.976810	-49768.102787	-1.687928	-0.001594
1641	1.6400e+00	5.2477	31.338487	-3.732608	-37326.077090	-1.265946	-0.001196
1642	1.6410e+00	5.2525	31.382328	13.686228	136862.282664	4.641802	0.004384
1643	1.6420e+00	5.2563	31.438126	17.418836	174188.359754	5.907748	0.005580
1644	1.6430e+00	5.2589	31.418198	-6.221013	-62210.128483	-2.109910	-0.001993
1645	1.6440e+00	5.2619	31.370372	-14.930431	-149304.308360	-5.063784	-0.004783
1646	1.6450e+00	5.2644	31.398271	8.709418	87094.179877	2.953874	0.002790
1647	1.6460e+00	5.2685	31.394285	-1.244203	-12442.025697	-0.421982	-0.000399
1648	1.6470e+00	5.2716	31.406242	3.732608	37326.077090	1.265946	0.001196
1649	1.6480e+00	5.2749	31.366386	-12.442026	-124420.256967	-4.219820	-0.003986
1650	1.6490e+00	5.2790	31.450083	26.128254	261282.539631	8.861622	0.008370
1651	1.6500e+00	5.2821	31.438126	-3.732608	-37326.077090	-1.265946	-0.001196
1652	1.6510e+00	5.2854	31.402256	-11.197823	-111978.231270	-3.797838	-0.003587
1653	1.6520e+00	5.2885	31.402256	0.000000	0.000000	0.000000	0.000000
1654	1.6530e+00	5.2912	31.493924	28.616659	286166.591024	9.705587	0.009167
1655	1.6540e+00	5.2933	31.446097	-14.930431	-149304.308360	-5.063784	-0.004783
1656	1.6550e+00	5.2988	31.505881	18.663039	186630.385450	6.329730	0.005978
1657	1.6560e+00	5.2984	31.505881	-0.000000	-0.000000	-0.000000	0.000000
1658	1.6570e+00	5.3040	31.477982	-8.709418	-87094.179877	-2.953874	-0.002790
1659	1.6580e+00	5.3068	31.462040	-4.976810	-49768.102787	-1.687928	-0.001594
1660	1.6590e+00	5.3104	31.537765	23.639849	236398.488237	8.017658	0.007573
1661	1.6600e+00	5.3130	31.529794	-2.488405	-24884.051393	-0.843964	-0.000797
1662	1.6610e+00	5.3163	31.521823	-2.488405	-24884.051393	-0.843964	-0.000797
1663	1.6620e+00	5.3188	31.545736	7.465215	74652.154180	2.531892	0.002391
1664	1.6630e+00	5.3233	31.629433	26.128254	261282.539631	8.861622	0.008370
1665	1.6640e+00	5.3262	31.541751	-27.372457	-273724.565327	-9.283605	-0.008768
1666	1.6650e+00	5.3287	31.525809	-4.976810	-49768.102787	-1.687928	-0.001594
1667	1.6660e+00	5.3322	31.565664	12.442026	124420.256967	4.219820	0.003986
1668	1.6670e+00	5.3371	31.549722	-4.976810	-49768.102787	-1.687928	-0.001594
1669	1.6680e+00	5.3377	31.585592	11.197823	111978.231270	3.797838	0.003587
1670	1.6690e+00	5.3419	31.597549	3.732608	37326.077090	1.265946	0.001196
1671	1.6700e+00	5.3433	31.633419	11.197823	111978.231270	3.797838	0.003587
1672	1.6710e+00	5.3477	31.613491	-6.221013	-62210.128483	-2.109910	-0.001993
1673	1.6720e+00	5.3504	31.617477	1.244203	12442.025697	0.421982	0.000399
1674	1.6730e+00	5.3536	31.609505	-2.488405	-24884.051393	-0.843964	-0.000797
1675	1.6740e+00	5.3570	31.617477	2.488405	24884.051393	0.843964	0.000797
1676	1.6750e+00	5.3618	31.661318	13.686228	136862.282664	4.641802	0.004384
1677	1.6760e+00	5.3636	31.629433	-9.953621	-99536.205574	-3.375856	-0.003188
1678	1.6770e+00	5.3691	31.653347	7.465215	74652.154180	2.531892	0.002391
1679	1.6780e+00	5.3695	31.661318	2.488405	24884.051393	0.843964	0.000797
1680	1.6790e+00	5.3733	31.637404	-7.465215	-74652.154180	-2.531892	-0.002391
1681	1.6800e+00	5.3754	31.677260	12.442026	124420.256967	4.219820	0.003986
1682	1.6810e+00	5.3793	31.717116	12.442026	124420.256967	4.219820	0.003986
1683	1.6820e+00	5.3834	31.649361	-21.151444	-211514.436844	-7.173694	-0.006775
1684	1.6830e+00	5.3869	31.705159	17.418836	174188.359754	5.907748	0.005580
1685	1.6840e+00	5.3894	31.729072	7.465215	74652.154180	2.531892	0.002391
1686	1.6850e+00	5.3934	31.749000	6.221013	62210.128484	2.109910	0.001993
1687	1.6860e+00	5.3969	31.669289	-24.884051	-248840.513934	-8.439640	-0.007971
1688	1.6870e+00	5.3992	31.669289	0.000000	0.000000	0.000000	0.000000
1689	1.6880e+00	5.4016	31.792841	38.570280	385702.796598	13.081443	0.012355
1690	1.6890e+00	5.4059	31.737043	-17.418836	-174188.359754	-5.907748	-0.005580
1691	1.6900e+00	5.4092	31.768928	9.953621	99536.205574	3.375856	0.003188
1692	1.6910e+00	5.4118	31.764942	-1.244203	-12442.025697	-0.421982	-0.000399
1693	1.6920e+00	5.4145	31.717116	-14.930431	-149304.308360	-5.063784	-0.004783
1694	1.6930e+00	5.4181	31.756971	12.442026	124420.256967	4.219820	0.003986
1695	1.6940e+00	5.4214	31.812769	17.418836	174188.359754	5.907748	0.005580
1696	1.6950e+00	5.4239	31.844654	9.953621	99536.205574	3.375856	0.003188
1697	1.6960e+00	5.4278	31.776899	-21.151444	-211514.436844	-7.173694	-0.006775
1698	1.6970e+00	5.4304	31.792841	4.976810	49768.102787	1.687928	0.001594
1699	1.6980e+00	5.4348	31.868567	23.639849	236398.488237	8.017658	0.007573
1700	1.6990e+00	5.4359	31.820740	-14.930431	-149304.308360	-5.063784	-0.004783
1701	1.7000e+00	5.4401	31.780885	-12.442026	-124420.256967	-4.219820	-0.003986
1702	1.7010e+00	5.4438	31.828711	14.930431	149304.308360	5.063784	0.004783
1703	1.7020e+00	5.4456	31.888495	18.663039	186630.385450	6.329730	0.005978
1704	1.7030e+00	5.4492	31.912408	7.465215	74652.154180	2.531892	0.002391
1705	1.7040e+00	5.4525	31.808784	-32.349267	-323492.668114	-10.971533	-0.010362
1706	1.7050e+00	5.4565	31.904437	29.860862	298608.616721	10.127569	0.009565
1707	1.7060e+00	5.4601	31.864581	-12.442026	-124420.256967	-4.219820	-0.003986
1708	1.7070e+00	5.4628	31.880524	4.976810	49768.102787	1.687928	0.001594
1709	1.7080e+00	5.4652	31.908423	8.709418	87094.179877	2.953874	0.002790
1710	1.7090e+00	5.4688	31.940307	9.953621	99536.205574	3.375856	0.003188
1711	1.7100e+00	5.4730	31.908423	-9.953621	-99536.205574	-3.375856	-0.003188
1712	1.7110e+00	5.4751	31.888495	-6.221013	-62210.128483	-2.109910	-0.001993
1713	1.7120e+00	5.4779	31.940307	16.174633	161746.334057	5.485766	0.005181
1714	1.7130e+00	5.4814	31.980163	12.442026	124420.256967	4.219820	0.003986
1715	1.7140e+00	5.4833	31.928350	-16.174633	-161746.334057	-5.485766	-0.005181
1716	1.7150e+00	5.4884	32.012047	26.128254	261282.539631	8.861622	0.008370
1717	1.7160e+00	5.4906	31.964221	-14.930431	-149304.308360	-5.063784	-0.004783
1718	1.7170e+00	5.4949	31.956249	-2.488405	-24884.051393	-0.843964	-0.000797
1719	1.7180e+00	5.4990	31.936322	-6.221013	-62210.128483	-2.109910	-0.001993
1720	1.7190e+00	5.5020	31.960235	7.465215	74652.154180	2.531892	0.002391
