»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.43.0
»»»  Vision Version:	5.43.2 (R)
»»»  Vision Compiled:	12/22/22
»»»  Driver Version:	5.43.1
»»»  Windows Version:	Windows 8, 8.1 or 10
»»»  Processor Information:	x86 (AMD or Intel) - 6 Processors
»»»  Tester Name:	PLC20323-466 (30V)
»»»  Tester S/N:	PLC20323-466
»»»  Internal Amp Type:	 30V RevH   5k
»»»  Internal Amp S/N:	iAB1-478/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/12/2025 - 18:32:8
Configured:	04/12/25 06:26:52 PM
Executed:	04/12/25 06:27:06 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (µm):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PLC20323-466 (30V)
Tester Serial Number:	PLC20323-466
Return Signal Amp. Level:	1.9 [Index: 1]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-3
Volts:	8.00
Field:	266.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	1.00e+03
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	16001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (µC/cm2)	Capacitance (µF)	Normalized Capacitance (µF/cm2)	Dielectric Constant	Instantaneous Current (mA)
2645	1.6525e+02	5.2887	26.545362	3.939563	39395.633419	1.336137	0.000013
2646	1.6531e+02	5.2930	26.549308	1.866109	18661.089514	0.632907	0.000006
2647	1.6538e+02	5.2930	26.555007	-2.695491	-26954.907076	-0.914199	0.000009
2648	1.6544e+02	5.2974	26.558514	1.658764	16587.635124	0.562584	0.000006
2649	1.6550e+02	5.2972	26.565529	-3.317527	-33175.270248	-1.125168	0.000011
2650	1.6556e+02	5.3011	26.572105	3.110182	31101.815857	1.054845	0.000011
2651	1.6563e+02	5.3020	26.577366	2.488145	24881.452686	0.843876	0.000008
2652	1.6569e+02	5.3037	26.585257	3.732218	37322.179029	1.265814	0.000013
2653	1.6575e+02	5.3062	26.587011	0.829382	8293.817562	0.281292	0.000003
2654	1.6581e+02	5.3098	26.592272	2.488145	24881.452686	0.843876	0.000008
2655	1.6588e+02	5.3079	26.603232	-5.183636	-51836.359762	-1.758075	0.000018
2656	1.6594e+02	5.3128	26.605862	1.244073	12440.726343	0.421938	0.000004
2657	1.6600e+02	5.3134	26.612000	2.902836	29028.361467	0.984522	0.000010
2658	1.6606e+02	5.3162	26.612438	0.207345	2073.454390	0.070323	0.000001
2659	1.6613e+02	5.3186	26.624714	5.805672	58056.722934	1.969044	0.000020
2660	1.6619e+02	5.3224	26.627783	1.451418	14514.180733	0.492261	0.000005
2661	1.6625e+02	5.3204	26.634359	-3.110182	-31101.815857	-1.054845	0.000011
2662	1.6631e+02	5.3249	26.640935	3.110182	31101.815857	1.054845	0.000011
2663	1.6638e+02	5.3263	26.642689	0.829382	8293.817562	0.281292	0.000003
2664	1.6644e+02	5.3284	26.649703	3.317527	33175.270248	1.125168	0.000011
2665	1.6650e+02	5.3284	26.655841	-2.902836	-29028.361467	-0.984522	0.000010
2666	1.6656e+02	5.3327	26.662417	3.110182	31101.815857	1.054845	0.000011
2667	1.6663e+02	5.3331	26.665047	1.244073	12440.726343	0.421938	0.000004
2668	1.6669e+02	5.3362	26.672939	3.732218	37322.179029	1.265814	0.000013
2669	1.6675e+02	5.3377	26.679953	3.317527	33175.270248	1.125168	0.000011
2670	1.6681e+02	5.3410	26.685653	2.695491	26954.907076	0.914199	0.000009
2671	1.6688e+02	5.3433	26.686968	0.622036	6220.363171	0.210969	0.000002
2672	1.6694e+02	5.3442	26.700120	6.220363	62203.631715	2.109690	0.000021
2673	1.6700e+02	5.3459	26.699682	-0.207345	-2073.454390	-0.070323	-0.000001
2674	1.6706e+02	5.3493	26.711957	5.805672	58056.722934	1.969044	0.000020
2675	1.6713e+02	5.3493	26.714149	-1.036727	-10367.271952	-0.351615	0.000004
2676	1.6719e+02	5.3530	26.719410	2.488145	24881.452686	0.843876	0.000008
2677	1.6725e+02	5.3531	26.725986	3.110182	31101.815857	1.054845	0.000011
2678	1.6731e+02	5.3557	26.732124	2.902836	29028.361467	0.984522	0.000010
2679	1.6738e+02	5.3574	26.738261	2.902836	29028.361467	0.984522	0.000010
2680	1.6744e+02	5.3611	26.738700	0.207345	2073.454390	0.070323	0.000001
2681	1.6750e+02	5.3617	26.750975	5.805672	58056.722934	1.969044	0.000020
2682	1.6756e+02	5.3650	26.755798	2.280800	22807.998295	0.773553	0.000008
2683	1.6763e+02	5.3661	26.763251	3.524872	35248.724638	1.195491	0.000012
2684	1.6769e+02	5.3685	26.765004	0.829382	8293.817562	0.281292	0.000003
2685	1.6775e+02	5.3690	26.771580	3.110182	31101.815857	1.054845	0.000011
2686	1.6781e+02	5.3737	26.778157	3.110182	31101.815857	1.054845	0.000011
2687	1.6788e+02	5.3741	26.783856	2.695491	26954.907076	0.914199	0.000009
2688	1.6794e+02	5.3774	26.788240	2.073454	20734.543905	0.703230	0.000007
2689	1.6800e+02	5.3771	26.796570	-3.939563	-39395.633419	-1.336137	0.000013
2690	1.6806e+02	5.3811	26.803584	3.317527	33175.270248	1.125168	0.000011
2691	1.6813e+02	5.3833	26.809722	2.902836	29028.361467	0.984522	0.000010
2692	1.6819e+02	5.3847	26.811037	0.622036	6220.363171	0.210969	0.000002
2693	1.6825e+02	5.3870	26.818928	3.732218	37322.179029	1.265814	0.000013
2694	1.6831e+02	5.3885	26.826820	3.732218	37322.179029	1.265814	0.000013
2695	1.6838e+02	5.3920	26.831204	2.073454	20734.543905	0.703230	0.000007
2696	1.6844e+02	5.3931	26.835588	2.073454	20734.543905	0.703230	0.000007
2697	1.6850e+02	5.3928	26.843479	-3.732218	-37322.179029	-1.265814	0.000013
2698	1.6856e+02	5.3953	26.847425	1.866109	18661.089514	0.632907	0.000006
2699	1.6863e+02	5.3981	26.852247	2.280800	22807.998295	0.773553	0.000008
2700	1.6869e+02	5.4003	26.857947	2.695491	26954.907076	0.914199	0.000009
2701	1.6875e+02	5.4009	26.861892	1.866109	18661.089514	0.632907	0.000006
2702	1.6881e+02	5.4066	26.872414	4.976291	49762.905372	1.687752	0.000017
2703	1.6888e+02	5.4073	26.877675	2.488145	24881.452686	0.843876	0.000008
2704	1.6894e+02	5.4079	26.878990	0.622036	6220.363171	0.210969	0.000002
2705	1.6900e+02	5.4105	26.886005	3.317527	33175.270248	1.125168	0.000011
2706	1.6906e+02	5.4131	26.891266	2.488145	24881.452686	0.843876	0.000008
2707	1.6913e+02	5.4137	26.899157	3.732218	37322.179029	1.265814	0.000013
2708	1.6919e+02	5.4172	26.905295	2.902836	29028.361467	0.984522	0.000010
2709	1.6925e+02	5.4173	26.910994	2.695491	26954.907076	0.914199	0.000009
2710	1.6931e+02	5.4214	26.914063	1.451418	14514.180733	0.492261	0.000005
2711	1.6938e+02	5.4214	26.921077	-3.317527	-33175.270248	-1.125168	0.000011
2712	1.6944e+02	5.4259	26.925900	2.280800	22807.998295	0.773553	0.000008
2713	1.6950e+02	5.4264	26.932914	3.317527	33175.270248	1.125168	0.000011
2714	1.6956e+02	5.4288	26.941244	3.939563	39395.633419	1.336137	0.000013
2715	1.6963e+02	5.4295	26.943436	1.036727	10367.271952	0.351615	0.000004
2716	1.6969e+02	5.4332	26.944313	0.414691	4146.908781	0.140646	0.000001
2717	1.6975e+02	5.4322	26.953081	-4.146909	-41469.087810	-1.406460	0.000014
2718	1.6981e+02	5.4364	26.959219	2.902836	29028.361467	0.984522	0.000010
2719	1.6988e+02	5.4380	26.967987	4.146909	41469.087810	1.406460	0.000014
2720	1.6994e+02	5.4401	26.974125	2.902836	29028.361467	0.984522	0.000010
2721	1.7000e+02	5.4428	26.974563	0.207345	2073.454390	0.070323	0.000001
2722	1.7006e+02	5.4449	26.984647	4.768945	47689.450981	1.617429	0.000016
2723	1.7013e+02	5.4465	26.989907	2.488145	24881.452686	0.843876	0.000008
2724	1.7019e+02	5.4489	26.995168	2.488145	24881.452686	0.843876	0.000008
2725	1.7025e+02	5.4503	27.001744	3.110182	31101.815857	1.054845	0.000011
2726	1.7031e+02	5.4516	27.006567	2.280800	22807.998295	0.773553	0.000008
2727	1.7038e+02	5.4543	27.006129	-0.207345	-2073.454390	-0.070323	-0.000001
2728	1.7044e+02	5.4552	27.017527	5.390981	53909.814153	1.828398	0.000018
2729	1.7050e+02	5.4581	27.022788	2.488145	24881.452686	0.843876	0.000008
2730	1.7056e+02	5.4598	27.028926	2.902836	29028.361467	0.984522	0.000010
2731	1.7063e+02	5.4618	27.032871	1.866109	18661.089514	0.632907	0.000006
2732	1.7069e+02	5.4640	27.040324	3.524872	35248.724638	1.195491	0.000012
2733	1.7075e+02	5.4661	27.042078	0.829382	8293.817562	0.281292	0.000003
2734	1.7081e+02	5.4678	27.047339	2.488145	24881.452686	0.843876	0.000008
2735	1.7088e+02	5.4709	27.056984	4.561600	45615.996591	1.547106	0.000015
2736	1.7094e+02	5.4735	27.061368	2.073454	20734.543905	0.703230	0.000007
2737	1.7100e+02	5.4736	27.068382	3.317527	33175.270248	1.125168	0.000011
2738	1.7106e+02	5.4762	27.073643	2.488145	24881.452686	0.843876	0.000008
2739	1.7113e+02	5.4783	27.078027	2.073454	20734.543905	0.703230	0.000007
2740	1.7119e+02	5.4817	27.078027	0.000000	0.000000	0.000000	0.000000
2741	1.7125e+02	5.4823	27.088111	4.768945	47689.450981	1.617429	0.000016
2742	1.7131e+02	5.4859	27.094687	3.110182	31101.815857	1.054845	0.000011
2743	1.7138e+02	5.4859	27.096440	-0.829382	-8293.817562	-0.281292	0.000003
2744	1.7144e+02	5.4881	27.102578	2.902836	29028.361467	0.984522	0.000010
2745	1.7150e+02	5.4890	27.107401	2.280800	22807.998295	0.773553	0.000008
2746	1.7156e+02	5.4920	27.111785	2.073454	20734.543905	0.703230	0.000007
2747	1.7163e+02	5.4943	27.119238	3.524872	35248.724638	1.195491	0.000012
2748	1.7169e+02	5.4977	27.126252	3.317527	33175.270248	1.125168	0.000011
2749	1.7175e+02	5.4968	27.132390	-2.902836	-29028.361467	-0.984522	0.000010
2750	1.7181e+02	5.5000	27.135897	1.658764	16587.635124	0.562584	0.000006
2751	1.7188e+02	5.5019	27.142473	3.110182	31101.815857	1.054845	0.000011
2752	1.7194e+02	5.5046	27.143788	0.622036	6220.363171	0.210969	0.000002
2753	1.7200e+02	5.5064	27.152118	3.939563	39395.633419	1.336137	0.000013
2754	1.7206e+02	5.5074	27.152557	0.207345	2073.454391	0.070323	0.000001
2755	1.7213e+02	5.5102	27.163078	4.976291	49762.905372	1.687752	0.000017
2756	1.7219e+02	5.5129	27.168339	2.488145	24881.452686	0.843876	0.000008
2757	1.7225e+02	5.5139	27.171847	1.658764	16587.635124	0.562584	0.000006
2758	1.7231e+02	5.5160	27.177984	2.902836	29028.361467	0.984522	0.000010
2759	1.7238e+02	5.5189	27.181930	1.866109	18661.089514	0.632907	0.000006
2760	1.7244e+02	5.5213	27.193329	5.390981	53909.814153	1.828398	0.000018
2761	1.7250e+02	5.5197	27.189821	1.658764	16587.635124	0.562584	-0.000006
2762	1.7256e+02	5.5260	27.200343	4.976291	49762.905372	1.687752	0.000017
2763	1.7263e+02	5.5257	27.202974	-1.244073	-12440.726343	-0.421938	0.000004
2764	1.7269e+02	5.5293	27.210865	3.732218	37322.179029	1.265814	0.000013
2765	1.7275e+02	5.5288	27.214372	-1.658764	-16587.635124	-0.562584	0.000006
2766	1.7281e+02	5.5321	27.219633	2.488145	24881.452686	0.843876	0.000008
2767	1.7288e+02	5.5322	27.222702	1.451418	14514.180733	0.492261	0.000005
2768	1.7294e+02	5.5360	27.233662	5.183636	51836.359762	1.758075	0.000018
2769	1.7300e+02	5.5395	27.232785	-0.414691	-4146.908781	-0.140646	-0.000001
2770	1.7306e+02	5.5402	27.239361	3.110182	31101.815857	1.054845	0.000011
2771	1.7313e+02	5.5435	27.244622	2.488145	24881.452686	0.843876	0.000008
2772	1.7319e+02	5.5457	27.248568	1.866109	18661.089514	0.632907	0.000006
2773	1.7325e+02	5.5470	27.260405	5.598327	55983.268543	1.898721	0.000019
2774	1.7331e+02	5.5494	27.259967	-0.207345	-2073.454391	-0.070323	-0.000001
2775	1.7338e+02	5.5502	27.266981	3.317527	33175.270248	1.125168	0.000011
2776	1.7344e+02	5.5527	27.270927	1.866109	18661.089514	0.632907	0.000006
2777	1.7350e+02	5.5542	27.276626	2.695491	26954.907076	0.914199	0.000009
2778	1.7356e+02	5.5562	27.281887	2.488145	24881.452686	0.843876	0.000008
2779	1.7363e+02	5.5576	27.291970	4.768945	47689.450981	1.617429	0.000016
2780	1.7369e+02	5.5606	27.290655	-0.622036	-6220.363171	-0.210969	-0.000002
2781	1.7375e+02	5.5624	27.295916	2.488145	24881.452686	0.843876	0.000008
2782	1.7381e+02	5.5641	27.300738	2.280800	22807.998295	0.773553	0.000008
2783	1.7388e+02	5.5667	27.304684	1.866109	18661.089514	0.632907	0.000006
2784	1.7394e+02	5.5676	27.314329	4.561600	45615.996591	1.547106	0.000015
2785	1.7400e+02	5.5700	27.319152	2.280800	22807.998295	0.773553	0.000008
2786	1.7406e+02	5.5738	27.321344	1.036727	10367.271952	0.351615	0.000004
2787	1.7413e+02	5.5745	27.330112	4.146909	41469.087810	1.406460	0.000014
2788	1.7419e+02	5.5770	27.334934	2.280800	22807.998295	0.773553	0.000008
2789	1.7425e+02	5.5790	27.338441	1.658764	16587.635124	0.562584	0.000006
2790	1.7431e+02	5.5795	27.347648	4.354254	43542.542200	1.476783	0.000015
2791	1.7438e+02	5.5826	27.349840	1.036727	10367.271952	0.351615	0.000004
2792	1.7444e+02	5.5851	27.354663	2.280800	22807.998295	0.773553	0.000008
2793	1.7450e+02	5.5859	27.358170	1.658764	16587.635124	0.562584	0.000006
2794	1.7456e+02	5.5870	27.364308	2.902836	29028.361467	0.984522	0.000010
2795	1.7463e+02	5.5889	27.372637	3.939563	39395.633419	1.336137	0.000013
2796	1.7469e+02	5.5930	27.379213	3.110182	31101.815857	1.054845	0.000011
2797	1.7475e+02	5.5931	27.377898	-0.622036	-6220.363171	-0.210969	-0.000002
2798	1.7481e+02	5.5968	27.386666	4.146909	41469.087810	1.406460	0.000014
2799	1.7488e+02	5.5977	27.388420	0.829382	8293.817562	0.281292	0.000003
2800	1.7494e+02	5.5996	27.397188	4.146909	41469.087810	1.406460	0.000014
2801	1.7500e+02	5.6010	27.402011	2.280800	22807.998295	0.773553	0.000008
2802	1.7506e+02	5.6043	27.408148	2.902836	29028.361467	0.984522	0.000010
2803	1.7513e+02	5.6039	27.414724	-3.110182	-31101.815857	-1.054845	0.000011
2804	1.7519e+02	5.6098	27.416916	1.036727	10367.271952	0.351615	0.000004
2805	1.7525e+02	5.6097	27.420424	-1.658764	-16587.635124	-0.562584	0.000006
2806	1.7531e+02	5.6126	27.426123	2.695491	26954.907076	0.914199	0.000009
2807	1.7538e+02	5.6136	27.432699	3.110182	31101.815857	1.054845	0.000011
2808	1.7544e+02	5.6161	27.437083	2.073454	20734.543905	0.703230	0.000007
2809	1.7550e+02	5.6179	27.444098	3.317527	33175.270248	1.125168	0.000011
2810	1.7556e+02	5.6194	27.448920	2.280800	22807.998295	0.773553	0.000008
2811	1.7563e+02	5.6226	27.449797	0.414691	4146.908781	0.140646	0.000001
2812	1.7569e+02	5.6240	27.456373	3.110182	31101.815857	1.054845	0.000011
2813	1.7575e+02	5.6254	27.463388	3.317527	33175.270248	1.125168	0.000011
2814	1.7581e+02	5.6290	27.469525	2.902836	29028.361467	0.984522	0.000010
2815	1.7588e+02	5.6294	27.477417	3.732218	37322.179029	1.265814	0.000013
2816	1.7594e+02	5.6337	27.478732	0.622036	6220.363171	0.210969	0.000002
2817	1.7600e+02	5.6329	27.483993	-2.488145	-24881.452686	-0.843876	0.000008
2818	1.7606e+02	5.6375	27.492761	4.146909	41469.087810	1.406460	0.000014
2819	1.7613e+02	5.6400	27.495830	1.451418	14514.180733	0.492261	0.000005
2820	1.7619e+02	5.6403	27.500214	2.073454	20734.543905	0.703230	0.000007
2821	1.7625e+02	5.6406	27.503721	1.658764	16587.635124	0.562584	0.000006
2822	1.7631e+02	5.6448	27.511612	3.732218	37322.179029	1.265814	0.000013
2823	1.7638e+02	5.6470	27.516435	2.280800	22807.998295	0.773553	0.000008
2824	1.7644e+02	5.6479	27.523888	3.524872	35248.724638	1.195491	0.000012
2825	1.7650e+02	5.6487	27.526080	1.036727	10367.271952	0.351615	0.000004
2826	1.7656e+02	5.6507	27.531341	2.488145	24881.452686	0.843876	0.000008
2827	1.7663e+02	5.6533	27.537479	2.902836	29028.361467	0.984522	0.000010
2828	1.7669e+02	5.6568	27.545808	3.939563	39395.633419	1.336137	0.000013
2829	1.7675e+02	5.6583	27.546685	0.414691	4146.908781	0.140646	0.000001
2830	1.7681e+02	5.6596	27.555892	4.354254	43542.542200	1.476783	0.000015
2831	1.7688e+02	5.6631	27.558961	1.451418	14514.180733	0.492261	0.000005
2832	1.7694e+02	5.6643	27.563345	2.073454	20734.543905	0.703230	0.000007
2833	1.7700e+02	5.6651	27.568167	2.280800	22807.998295	0.773553	0.000008
2834	1.7706e+02	5.6677	27.577812	4.561600	45615.996591	1.547106	0.000015
2835	1.7713e+02	5.6702	27.582196	2.073454	20734.543905	0.703230	0.000007
2836	1.7719e+02	5.6716	27.586142	1.866109	18661.089514	0.632907	0.000006
2837	1.7725e+02	5.6739	27.590526	2.073454	20734.543905	0.703230	0.000007
2838	1.7731e+02	5.6780	27.597979	3.524872	35248.724638	1.195491	0.000012
2839	1.7738e+02	5.6773	27.601924	-1.866109	-18661.089514	-0.632907	0.000006
2840	1.7744e+02	5.6823	27.609816	3.732218	37322.179029	1.265814	0.000013
2841	1.7750e+02	5.6820	27.611131	-0.622036	-6220.363171	-0.210969	0.000002
2842	1.7756e+02	5.6851	27.620338	4.354254	43542.542200	1.476783	0.000015
2843	1.7763e+02	5.6860	27.625160	2.280800	22807.998295	0.773553	0.000008
2844	1.7769e+02	5.6897	27.629544	2.073454	20734.543905	0.703230	0.000007
2845	1.7775e+02	5.6901	27.632613	1.451418	14514.180733	0.492261	0.000005
2846	1.7781e+02	5.6944	27.639189	3.110182	31101.815857	1.054845	0.000011
2847	1.7788e+02	5.6950	27.648834	4.561600	45615.996591	1.547106	0.000015
2848	1.7794e+02	5.6975	27.653657	2.280800	22807.998295	0.773553	0.000008
2849	1.7800e+02	5.6988	27.657602	1.866109	18661.089514	0.632907	0.000006
2850	1.7806e+02	5.7019	27.662425	2.280800	22807.998295	0.773553	0.000008
2851	1.7813e+02	5.7028	27.668124	2.695491	26954.907076	0.914199	0.000009
2852	1.7819e+02	5.7045	27.675577	3.524872	35248.724638	1.195491	0.000012
2853	1.7825e+02	5.7058	27.683030	3.524872	35248.724638	1.195491	0.000012
2854	1.7831e+02	5.7116	27.687414	2.073454	20734.543905	0.703230	0.000007
2855	1.7838e+02	5.7115	27.691360	-1.866109	-18661.089514	-0.632907	0.000006
2856	1.7844e+02	5.7138	27.695744	2.073454	20734.543905	0.703230	0.000007
2857	1.7850e+02	5.7138	27.699689	-1.866109	-18661.089514	-0.632907	0.000006
2858	1.7856e+02	5.7182	27.707142	3.524872	35248.724638	1.195491	0.000012
2859	1.7863e+02	5.7202	27.711965	2.280800	22807.998295	0.773553	0.000008
2860	1.7869e+02	5.7223	27.717664	2.695491	26954.907076	0.914199	0.000009
2861	1.7875e+02	5.7225	27.720295	1.244073	12440.726343	0.421938	0.000004
2862	1.7881e+02	5.7255	27.725994	2.695491	26954.907076	0.914199	0.000009
2863	1.7888e+02	5.7270	27.732132	2.902836	29028.361467	0.984522	0.000010
2864	1.7894e+02	5.7299	27.735639	1.658764	16587.635124	0.562584	0.000006
2865	1.7900e+02	5.7319	27.745284	4.561600	45615.996591	1.547106	0.000015
2866	1.7906e+02	5.7336	27.747914	1.244073	12440.726343	0.421938	0.000004
2867	1.7913e+02	5.7357	27.751860	1.866109	18661.089514	0.632907	0.000006
2868	1.7919e+02	5.7367	27.760628	4.146909	41469.087810	1.406460	0.000014
2869	1.7925e+02	5.7388	27.763697	1.451418	14514.180733	0.492261	0.000005
2870	1.7931e+02	5.7422	27.769396	2.695491	26954.907076	0.914199	0.000009
2871	1.7938e+02	5.7433	27.772903	1.658764	16587.635124	0.562584	0.000006
2872	1.7944e+02	5.7443	27.778603	2.695491	26954.907076	0.914199	0.000009
2873	1.7950e+02	5.7477	27.783425	2.280800	22807.998295	0.773553	0.000008
2874	1.7956e+02	5.7494	27.792193	4.146909	41469.087810	1.406460	0.000014
2875	1.7963e+02	5.7528	27.797893	2.695491	26954.907076	0.914199	0.000009
2876	1.7969e+02	5.7533	27.802277	2.073454	20734.543905	0.703230	0.000007
2877	1.7975e+02	5.7558	27.806661	2.073454	20734.543905	0.703230	0.000007
2878	1.7981e+02	5.7572	27.811045	2.073454	20734.543905	0.703230	0.000007
2879	1.7988e+02	5.7580	27.818059	3.317527	33175.270248	1.125168	0.000011
2880	1.7994e+02	5.7624	27.825951	3.732218	37322.179029	1.265814	0.000013
2881	1.8000e+02	5.7620	27.828581	-1.244073	-12440.726343	-0.421938	0.000004
2882	1.8006e+02	5.7654	27.834719	2.902836	29028.361467	0.984522	0.000010
2883	1.8013e+02	5.7668	27.837349	1.244073	12440.726343	0.421938	0.000004
2884	1.8019e+02	5.7688	27.842610	2.488145	24881.452686	0.843876	0.000008
2885	1.8025e+02	5.7693	27.849186	3.110182	31101.815857	1.054845	0.000011
2886	1.8031e+02	5.7732	27.852694	1.658764	16587.635124	0.562584	0.000006
2887	1.8038e+02	5.7754	27.860147	3.524872	35248.724638	1.195491	0.000012
2888	1.8044e+02	5.7780	27.860585	0.207345	2073.454390	0.070323	0.000001
2889	1.8050e+02	5.7787	27.872860	5.805672	58056.722934	1.969044	0.000020
2890	1.8056e+02	5.7819	27.872860	0.000000	0.000000	0.000000	0.000000
2891	1.8063e+02	5.7836	27.879875	3.317527	33175.270248	1.125168	0.000011
2892	1.8069e+02	5.7860	27.885136	2.488145	24881.452686	0.843876	0.000008
2893	1.8075e+02	5.7890	27.890835	2.695491	26954.907076	0.914199	0.000009
2894	1.8081e+02	5.7874	27.893466	-1.244073	-12440.726343	-0.421938	0.000004
2895	1.8088e+02	5.7925	27.899603	2.902836	29028.361467	0.984522	0.000010
2896	1.8094e+02	5.7926	27.901795	1.036727	10367.271952	0.351615	0.000004
2897	1.8100e+02	5.7941	27.910125	3.939563	39395.633419	1.336137	0.000013
2898	1.8106e+02	5.7967	27.914947	2.280800	22807.998295	0.773553	0.000008
2899	1.8113e+02	5.7980	27.920647	2.695491	26954.907076	0.914199	0.000009
2900	1.8119e+02	5.8005	27.926785	2.902836	29028.361467	0.984522	0.000010
2901	1.8125e+02	5.8035	27.928977	1.036727	10367.271952	0.351615	0.000004
2902	1.8131e+02	5.8060	27.937306	3.939563	39395.633419	1.336137	0.000013
2903	1.8138e+02	5.8072	27.941252	1.866109	18661.089514	0.632907	0.000006
2904	1.8144e+02	5.8113	27.944759	1.658764	16587.635124	0.562584	0.000006
2905	1.8150e+02	5.8105	27.947828	-1.451418	-14514.180733	-0.492261	0.000005
2906	1.8156e+02	5.8145	27.959665	5.598327	55983.268543	1.898721	0.000019
2907	1.8163e+02	5.8158	27.956158	-1.658764	-16587.635124	-0.562584	-0.000006
2908	1.8169e+02	5.8182	27.966241	4.768945	47689.450981	1.617429	0.000016
2909	1.8175e+02	5.8195	27.967118	0.414691	4146.908781	0.140646	0.000001
2910	1.8181e+02	5.8224	27.973694	3.110182	31101.815857	1.054845	0.000011
2911	1.8188e+02	5.8221	27.977640	-1.866109	-18661.089514	-0.632907	0.000006
2912	1.8194e+02	5.8267	27.979832	1.036727	10367.271952	0.351615	0.000004
2913	1.8200e+02	5.8270	27.988162	3.939563	39395.633419	1.336137	0.000013
2914	1.8206e+02	5.8291	27.994738	3.110182	31101.815857	1.054845	0.000011
2915	1.8213e+02	5.8312	27.998245	1.658764	16587.635124	0.562584	0.000006
2916	1.8219e+02	5.8331	28.003506	2.488145	24881.452686	0.843876	0.000008
2917	1.8225e+02	5.8353	28.011397	3.732218	37322.179029	1.265814	0.000013
2918	1.8231e+02	5.8365	28.016220	2.280800	22807.998295	0.773553	0.000008
2919	1.8238e+02	5.8417	28.020604	2.073454	20734.543905	0.703230	0.000007
2920	1.8244e+02	5.8407	28.021919	-0.622036	-6220.363171	-0.210969	0.000002
2921	1.8250e+02	5.8442	28.028495	3.110182	31101.815857	1.054845	0.000011
2922	1.8256e+02	5.8430	28.033756	-2.488145	-24881.452686	-0.843876	0.000008
2923	1.8263e+02	5.8472	28.040332	3.110182	31101.815857	1.054845	0.000011
2924	1.8269e+02	5.8485	28.040770	0.207345	2073.454390	0.070323	0.000001
2925	1.8275e+02	5.8515	28.045593	2.280800	22807.998295	0.773553	0.000008
2926	1.8281e+02	5.8513	28.055238	-4.561600	-45615.996591	-1.547106	0.000015
2927	1.8288e+02	5.8559	28.056992	0.829382	8293.817562	0.281292	0.000003
2928	1.8294e+02	5.8566	28.064883	3.732218	37322.179029	1.265814	0.000013
2929	1.8300e+02	5.8592	28.065321	0.207345	2073.454390	0.070323	0.000001
2930	1.8306e+02	5.8612	28.069705	2.073454	20734.543905	0.703230	0.000007
2931	1.8313e+02	5.8617	28.076720	3.317527	33175.270248	1.125168	0.000011
2932	1.8319e+02	5.8640	28.082858	2.902836	29028.361467	0.984522	0.000010
2933	1.8325e+02	5.8672	28.087680	2.280800	22807.998295	0.773553	0.000008
2934	1.8331e+02	5.8706	28.092064	2.073454	20734.543905	0.703230	0.000007
2935	1.8338e+02	5.8709	28.103024	5.183636	51836.359762	1.758075	0.000018
2936	1.8344e+02	5.8742	28.101271	-0.829382	-8293.817562	-0.281292	-0.000003
2937	1.8350e+02	5.8755	28.109162	3.732218	37322.179029	1.265814	0.000013
2938	1.8356e+02	5.8745	28.109600	-0.207345	-2073.454390	-0.070323	0.000001
2939	1.8363e+02	5.8800	28.115738	2.902836	29028.361467	0.984522	0.000010
2940	1.8369e+02	5.8801	28.121876	2.902836	29028.361467	0.984522	0.000010
2941	1.8375e+02	5.8824	28.125383	1.658764	16587.635124	0.562584	0.000006
2942	1.8381e+02	5.8848	28.130644	2.488145	24881.452686	0.843876	0.000008
2943	1.8388e+02	5.8883	28.135905	2.488145	24881.452686	0.843876	0.000008
2944	1.8394e+02	5.8885	28.141604	2.695491	26954.907076	0.914199	0.000009
2945	1.8400e+02	5.8906	28.143358	0.829382	8293.817562	0.281292	0.000003
2946	1.8406e+02	5.8927	28.151688	3.939563	39395.633419	1.336137	0.000013
2947	1.8413e+02	5.8965	28.154318	1.244073	12440.726343	0.421938	0.000004
2948	1.8419e+02	5.8978	28.158264	1.866109	18661.089514	0.632907	0.000006
2949	1.8425e+02	5.8990	28.167909	4.561600	45615.996591	1.547106	0.000015
